SizeRank_x,State,City,Metro,CountyName,1/31/2012 0:00,2/29/2012 0:00,3/31/2012 0:00,4/30/2012 0:00,5/31/2012 0:00,6/30/2012 0:00,7/31/2012 0:00,8/31/2012 0:00,9/30/2012 0:00,10/31/2012 0:00,11/30/2012 0:00,12/31/2012 0:00,1/31/2013 0:00,2/28/2013 0:00,3/31/2013 0:00,4/30/2013 0:00,5/31/2013 0:00,6/30/2013 0:00,7/31/2013 0:00,8/31/2013 0:00,9/30/2013 0:00,10/31/2013 0:00,11/30/2013 0:00,12/31/2013 0:00,1/31/2014 0:00,2/28/2014 0:00,3/31/2014 0:00,4/30/2014 0:00,5/31/2014 0:00,6/30/2014 0:00,7/31/2014 0:00,8/31/2014 0:00,9/30/2014 0:00,10/31/2014 0:00,11/30/2014 0:00,12/31/2014 0:00,1/31/2015 0:00,2/28/2015 0:00,3/31/2015 0:00,4/30/2015 0:00,5/31/2015 0:00,6/30/2015 0:00,7/31/2015 0:00,8/31/2015 0:00,9/30/2015 0:00,10/31/2015 0:00,11/30/2015 0:00,12/31/2015 0:00,1/31/2016 0:00,2/29/2016 0:00,3/31/2016 0:00,4/30/2016 0:00,5/31/2016 0:00,6/30/2016 0:00,7/31/2016 0:00,8/31/2016 0:00,9/30/2016 0:00,10/31/2016 0:00,11/30/2016 0:00,12/31/2016 0:00,1/31/2017 0:00,2/28/2017 0:00,3/31/2017 0:00,4/30/2017 0:00,5/31/2017 0:00,6/30/2017 0:00,7/31/2017 0:00,8/31/2017 0:00,9/30/2017 0:00,10/31/2017 0:00,11/30/2017 0:00,12/31/2017 0:00,1/31/2018 0:00,2/28/2018 0:00,3/31/2018 0:00,4/30/2018 0:00,5/31/2018 0:00,6/30/2018 0:00,7/31/2018 0:00,8/31/2018 0:00,9/30/2018 0:00,10/31/2018 0:00,11/30/2018 0:00,12/31/2018 0:00,1/31/2019 0:00,2/28/2019 0:00,3/31/2019 0:00,4/30/2019 0:00,5/31/2019 0:00,6/30/2019 0:00,7/31/2019 0:00,8/31/2019 0:00,9/30/2019 0:00,10/31/2019 0:00,11/30/2019 0:00,12/31/2019 0:00,1/31/2020 0:00,2/29/2020 0:00,3/31/2020 0:00,4/30/2020 0:00,5/31/2020 0:00,6/30/2020 0:00,7/31/2020 0:00,8/31/2020 0:00,9/30/2020 0:00,10/31/2020 0:00,11/30/2020 0:00,12/31/2020 0:00,1/31/2021 0:00,2/28/2021 0:00,3/31/2021 0:00,4/30/2021 0:00,5/31/2021 0:00,6/30/2021 0:00,7/31/2021 0:00,8/31/2021 0:00,9/30/2021 0:00,10/31/2021 0:00,11/30/2021 0:00,12/31/2021 0:00,1/31/2022 0:00,2/28/2022 0:00,3/31/2022 0:00,4/30/2022 0:00,5/31/2022 0:00,6/30/2022 0:00,7/31/2022 0:00,8/31/2022 0:00,9/30/2022 0:00,10/31/2022 0:00,11/30/2022 0:00,12/31/2022 0:00,1/31/2023 0:00,2/28/2023 0:00,3/31/2023 0:00,4/30/2023 0:00,5/31/2023 0:00,6/30/2023 0:00,7/31/2023 0:00,8/31/2023 0:00,9/30/2023 0:00,Complaint Score,Gentrification Score,Population,Population Density,median_income,median_property_prices,Predicted_Values
947,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1391406.635,1393063.737,1395565.964,1400553.353,1410954.322,1418643.843,1422255.931,1425089.899,1433922.078,1444109.689,1453236.814,1460419.807,1470945.441,1481770.001,1497170.817,1513237.856,1527003.084,1534650.791,1540529.155,1548478.786,1566913.348,1594633.984,1626761.642,1660922.171,1693165.036,1724500.606,1749933.11,1776435.851,1801791.068,1817434.965,1816700.241,1809790.381,1806678.435,1819760.674,1837689.995,1859602.091,1868602.032,1870225.222,1866521.499,1860517.249,1862666.477,1866609.795,1877033.998,1884809.173,1890617.852,1900809.577,1911227.882,1925149.169,1935785.292,1952245.707,1973637.824,1995107.711,2010718.239,2018596.113,2023863.898,2024149.856,2021211.157,2016838.714,2013440.714,2016659.598,2016072.087,2022118.568,2017950.686,2017988.034,2001897.552,1998362.197,1994736.39,1997161.684,1979899.931,1962197.892,1938396.607,1933855.56,1943862.029,1962619.33,1989537.531,2023969.457,2060318.606,2079372.016,2080527.116,2078689.68,2098275.987,2120026.15,2130995.637,2119207.757,2070172.552,2016085.152,1942240.727,1892561.115,1860260.523,1849874.255,1856569.106,1854309.772,1845793.32,1825499.163,1827233.391,1827506.58,1834988.817,1817340.129,1798929.538,1778464.414,1775098.273,1763599.479,1749086.668,1728913.824,1735919.896,1748403.01,1760239.099,1767515.318,1768860.722,1774222.059,1782633.891,1783192.551,1788182.925,1794490.286,1810347.251,1819605.355,1812109.969,1804712.505,1802576.787,1803105.113,1815597.17,1837099.274,1893389.337,1936839.913,1979740.464,1998821.408,1998165.283,1969585.444,1921819.116,1889360.735,1854091.768,1795745.988,1719205.674,1643136.797,1596210.869,1567639.339,1548011.629,1531917.5,1513548.308,1498491.08,1479868.886,62.03181905,9,52941,80408.9,138272,1826348.222,1482854.071
1025,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,400969.7932,400353.3804,399100.2415,398335.9575,399246.327,400833.8553,403449.2023,406548.2581,409408.2122,411957.2725,415334.4328,419811.9966,425163.0189,430461.5124,436569.2561,442865.8063,448734.3152,453676.6323,457359.7653,460600.1884,465052.5262,471287.497,478885.1022,484930.5568,490936.8837,496868.4051,504582.9928,512493.655,521858.8833,528803.2263,536953.9862,543329.6626,552548.8282,560139.1276,568574.7368,576047.3269,580225.7566,581003.5752,581366.1212,582015.953,586538.2512,590866.1079,598041.386,604446.9668,612056.2605,619096.7664,626337.3226,633674.9221,641514.8032,649822.1614,656802.9837,662660.9624,666512.2882,670641.8333,674298.8997,676658.3641,676621.5398,678247.5687,682746.5052,689820.3386,694881.4277,701036.0186,704482.8538,707386.0262,702285.8546,696283.5141,687401.1842,684000.4396,680139.7571,684907.4336,688995.6711,700872.1829,714241.0038,728001.0973,740329.6243,752566.8824,767595.0856,783527.7328,796880.041,810374.0767,825214.7342,835751.8704,840762.3901,839703.7439,833590.3024,825964.2929,814572.4298,808199.0048,807093.2911,807862.554,811266.2551,807491.6629,799347.8951,785362.7909,776747.3795,769406.4878,762091.655,749909.8345,741289.9331,736513.6445,737484.1028,737329.335,735261.9589,730449.6742,730253.4655,733758.3718,740096.3027,746937.4281,752621.8521,761322.3193,770765.8182,777868.2592,784325.0706,784205.0518,788105.1623,791353.7434,798299.7151,806007.1727,813592.5028,819891.2303,823845.1301,827644.644,837016.8035,844995.4896,852838.6355,857334.935,858437.9571,852161.4916,839199.5038,828585.3427,820083.2029,809414.1866,794532.3269,780231.0666,774230.7185,779186.4742,790386.4182,803116.0175,814314.3044,825019.3869,831524.4601,58.65707111,7,43320,45618.8,58872,824432.2585,832079.9583
1114,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,352845.6573,354684.1189,353107.1413,349615.0785,346626.2696,347220.9884,350012.6902,353365.6914,356849.1148,362181.6171,368292.9202,375129.3652,379932.4435,385141.9131,385694.6969,386143.0223,384106.842,386770.4528,388184.394,391415.9667,395528.664,403100.7025,412347.3708,422394.1239,430602.7123,437571.9787,440280.2528,442513.1173,443716.7367,446087.3199,448469.0647,451238.2108,456972.0779,465976.074,476890.3167,489426.7,498137.9084,504761.5395,505624.653,507730.3974,510023.4822,515965.6094,521519.2894,528560.7133,535557.6887,546370.2658,557205.32,570264.1722,578345.9916,585790.4498,588683.5311,593160.99,594824.2899,597547.3593,598019.815,599330.3763,597771.2444,597140.5192,600047.6378,610377.6302,622156.5234,632142.9863,635673.7637,640544.6305,644096.5395,648188.5894,649868.5892,652606.1417,653101.8472,655328.2776,655338.7175,660797.0883,665954.4126,673585.2009,677020.4191,679730.0049,680078.2563,680314.604,679616.06,680566.7896,683290.1467,685622.1721,687822.3667,689892.4711,693729.9069,697199.7572,700907.0425,704115.1419,707348.8878,711864.1861,714744.2057,714734.8708,710255.8357,705037.6795,702352.1462,701856.9975,699178.1425,695071.8152,689716.1665,686487.5178,684064.6652,681308.8714,677472.8137,670623.6716,663893.9684,658156.9396,655381.9797,652910.126,649412.917,645937.4278,644771.0713,647248.1982,651518.6447,654827.4949,660218.9561,666169.9213,673418.1352,680711.4639,688678.7076,694492.2299,693136.2635,688450.7445,683443.7285,682329.9291,682795.3501,684374.8149,685140.7876,684554.8054,681693.7253,678115.5578,675482.0884,674331.9534,672652.5754,666957.9113,660568.0943,659180.2123,662382.2912,667160.1671,668549.8742,667817.196,664255.3853,58.75437828,8,55258,55400.8,53303,676798.8231,665788.8495
1126,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,204328.0932,205622.5581,206339.0284,205148.5121,204511.4638,202954.758,203975.3585,203658.1717,203414.6238,202950.7502,203301.332,203171.3824,204197.4974,206181.597,209779.9678,210951.2886,211678.7671,211447.6065,211720.2641,211525.7452,211905.2656,212712.8359,212006.7377,209967.2901,208720.6982,210610.3778,214902.2012,218181.3784,220898.4059,221872.5102,223377.0696,223331.0125,224070.2806,226198.8474,228056.0086,228504.6332,227017.7479,226334.6992,228033.6673,229584.3339,231807.7524,231418.4331,231656.4503,231220.6402,232984.6626,236262.1511,238868.2086,240628.2445,240101.9355,240797.666,242531.8363,244227.6953,245628.9636,246237.347,247062.9696,246815.9588,246054.2793,246064.8635,246802.1391,248097.6144,248538.7206,252425.7193,256565.1047,262270.9492,265912.2095,270765.2984,274230.8069,276454.5117,276711.5,280777.1542,286837.3777,299698.578,314279.5223,328826.4561,338703.6562,348300.706,359753.3708,368734.2508,373057.9648,376694.8598,384649.9139,390214.1312,390439.8906,385202.6922,373158.994,358320.164,341560.0972,333970.8513,331921.4121,338237.1726,347885.5212,360338.1565,366514.4977,366628.0954,366212.3881,370533.27,376669.9738,378811.6971,377889.5738,376445.9633,377771.5685,378606.5901,381124.8765,383931.74,389589.4073,396630.4043,402670.8415,408346.9874,413785.6357,420313.0494,427592.0058,429547.9694,431615.1544,430278.4906,432106.5409,430699.4216,429414.2648,430284.3666,433773.0978,436624.6161,442967.2186,453147.9103,471205.2474,484893.4377,492219.3071,494142.6881,496520.9558,496952.367,493783.409,488476.7159,485792.3,474371.7178,458386.7113,439651.257,432162.4448,431366.8053,434928.89,437456.9006,439361.7271,440119.6647,440416.7035,59.40775194,5,42698,27032.2,32549,464795.9793,440683.497
1140,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,253905.1005,254548.863,254350.1698,252463.6479,250714.0084,250096.8908,252178.6061,254388.0302,255375.9415,255618.7595,256565.7967,257824.2454,259460.1258,261097.1931,262893.5291,263185.1954,262597.5007,262888.5291,264542.5929,266814.8234,269568.0888,273334.6811,279268.218,284409.3993,288369.3839,291402.5565,295409.1366,298630.7045,300669.4862,301434.7717,303725.7678,306952.1448,310591.4825,314697.6226,319657.1898,322832.0245,322439.6981,318723.5014,316138.8057,314437.7354,314495.0572,314075.8026,315239.1778,317594.8206,321419.2021,325525.5128,328526.1494,330865.1209,331783.6509,332029.9629,332180.2847,332780.2911,334423.7174,337763.7178,341506.0834,345290.4158,348057.2266,349856.0772,351271.2498,353201.0952,356009.6713,361798.7912,367952.8721,376349.3512,382150.1767,386869.1974,388354.5127,390521.5754,392193.4517,395893.6488,399287.7335,405548.2299,414737.1903,423900.1743,431597.222,436789.7186,442650.0667,448350.4735,454605.3991,461787.6756,470629.0034,474783.6346,474158.6288,468740.1409,464822.149,463015.2034,463574.9807,465175.7858,466412.2898,466930.8838,467059.2137,467239.1291,466322.6823,464548.5489,465840.4724,467111.0125,470253.5815,472699.3113,474656.689,475228.4775,476082.9151,477974.4027,479519.9504,478660.513,480174.8774,483279.4412,486155.9497,487810.4745,488080.5061,490374.103,493458.9855,494741.3686,495307.3493,493483.0808,492818.0728,489652.7623,485703.8423,483089.8621,482078.53,481894.8632,481752.102,482948.9086,486875.3613,489488.3897,489178.2826,486918.9392,485860.9644,480611.2468,472407.3853,462234.0498,453890.5582,440436.5931,426358.6227,412290.1362,405270.7724,396959.3162,389013.1837,378613.3297,371393.8814,366862.6475,363711.9144,65.57420283,6,41792,44728.9,66795,458062.304,364780.4123
1161,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,529369.357,527459.6806,522434.3689,517786.1544,514785.252,513689.747,513382.1859,512553.2266,513900.2386,516306.0263,520797.3743,524636.2714,527296.7012,530198.5706,531192.0505,532980.7758,533977.426,536489.1677,537317.9117,537739.2909,540551.4339,544995.4391,551361.1761,556277.324,560760.149,565158.8279,569520.2117,575582.7935,581719.0023,586276.0235,588360.0724,586867.9914,587245.4598,589593.6489,595555.4064,602029.3272,604515.2656,603736.409,600372.3634,599624.8568,600206.9338,601171.8131,602633.9857,604852.4818,608134.7873,613506.4027,619774.7679,627352.9463,631829.3891,635376.551,636924.9758,639590.112,641951.2219,645894.9236,649879.1433,653697.4152,654049.9934,654193.2749,656335.2966,662984.2993,669410.8136,676127.9707,683489.2682,694594.0777,703889.5427,709938.559,713118.5399,715530.705,718352.2984,720961.3642,722436.8141,723545.1336,724891.7395,728569.1331,732109.0376,735304.1511,737547.9151,738545.4361,740133.5033,741540.598,743305.9256,741980.4836,739954.5435,737344.5937,739456.5589,744136.3311,751013.1736,754740.7715,757050.3225,759187.0208,761090.2894,760295.1051,756805.4696,753587.3718,755034.8379,757629.654,759229.177,755530.6525,748708.7692,741003.2228,735407.7754,732133.2675,725409.2084,714490.5798,702514.8366,693233.713,686471.3601,680630.143,676032.2103,674293.055,675595.2989,679265.509,684481.9186,687650.5788,688931.7549,687524.0734,685944.8647,686447.9821,688424.5907,689921.1914,691940.1225,695537.8217,701099.1186,706473.0487,709899.3486,713568.7756,714797.3828,712996.8557,707403.098,701535.6218,697847.4682,697194.4585,694588.0917,690001.8284,681416.4202,677095.8843,675935.4332,678027.5487,679404.3759,678783.7096,677242.7923,68.10706289,7,46059,31333.9,72902,696366.1401,676837.6251
1175,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,297000.6435,298262.7672,297628.9406,296656.7261,297284.0792,297810.3356,298819.6176,298250.7263,299713.5048,302086.0791,304661.2761,305233.8861,305056.2154,305107.9165,304404.252,303125.1978,302046.6226,303029.3166,304618.1976,306210.6157,310330.1814,316619.8794,322363.8346,322366.4135,319585.919,317114.3192,317425.3107,318006.586,319175.9298,319610.101,320571.2995,318852.8585,319216.7066,320902.0915,324718.3895,325896.6564,324562.9937,322899.0759,322913.4045,322605.0743,323281.4606,323100.6295,323807.0266,324808.4038,328547.7541,334273.5642,338958.0539,340865.2037,338306.0249,334456.6445,329787.1132,327747.1176,327029.3179,328183.5522,329037.6454,329232.7055,329773.5265,330497.5888,331913.8244,333345.0147,334344.9227,338136.6949,345941.5843,357517.2362,366397.3412,371982.0796,375698.5347,378968.9243,381365.0909,386003.5505,392303.7675,399101.9724,399420.468,396892.5037,392855.7822,389742.9486,389598.9295,389102.2136,390467.9663,390811.8939,395830.3334,402045.9092,408138.1092,411472.3021,414131.518,416229.0417,416870.6861,417138.0817,416248.3351,420794.0483,429887.7059,442153.5355,448172.6578,451676.1102,460199.8189,470553.6886,482627.1928,487605.0175,495310.586,502778.5458,513326.2864,519841.2078,516683.6936,507307.2447,498426.3734,494074.4156,491283.4906,489791.4426,492412.5026,495580.0831,494864.4425,487813.9452,478697.3951,472466.0624,468346.3897,468091.4781,467599.799,469831.3931,471751.2363,472369.4706,472212.6292,472380.3997,475130.2222,478347.2675,482021.1046,483394.4691,480656.9916,474230.4074,465847.8789,460509.3161,456327.7935,449357.7415,434333.5803,417928.0587,405099.5889,404217.6211,408362.7285,415378.0945,420301.504,423022.9665,425427.9477,64.93705483,6,46360,13517.1,75617,458418.5548,424899.0784
1307,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,329819.2319,332583.1619,335553.6192,337916.6839,340242.8848,341146.9726,341534.1378,341486.0805,343253.345,346058.7346,349106.416,349787.7815,350228.4796,351115.7171,352752.3946,352864.6959,352068.2475,351744.4033,352978.9531,354432.19,356537.7821,358338.3192,359431.8912,357346.6533,354209.5016,351390.3034,351030.9671,352091.3699,354040.4216,355538.9897,356871.1778,357905.6489,360410.3769,364144.3252,368744.4193,371184.4232,372990.5872,373861.9122,376995.3764,380480.1946,384279.051,387287.156,389531.7286,393333.2189,397556.5524,402913.7971,408635.1063,412603.4635,414693.9393,413956.1537,413524.497,413180.4035,413769.3129,415894.9834,418317.1125,421730.2707,424571.1283,429256.5017,434566.9693,440044.1265,444185.7008,448632.0702,454466.7644,461699.839,468072.333,473207.9475,475929.7889,478164.6888,477432.6036,475922.0145,472242.5198,471749.1569,474164.1888,475616.3288,473778.8153,469249.2842,467320.8869,467290.9539,469113.7813,470161.6513,472258.0692,471332.4624,467893.1715,460508.0623,459460.9404,468103.5245,481285.824,491843.3207,495415.074,497979.713,499413.1676,498733.3875,494955.5283,489750.8334,486776.9003,483719.6006,478203.2274,468525.735,459266.7161,452961.5963,449527.6374,442789.1574,429113.451,414067.2777,402680.133,397066.1316,394143.0761,394394.2398,394716.9695,394209.7223,393926.7954,395162.8928,397996.5721,398031.7979,399515.4958,400574.8283,403964.5723,410501.6294,419415.7417,426195.6652,432913.8942,441543.2153,455841.06,469401.4832,478256.4723,482524.388,484223.1567,484632.7304,484266.1453,485317.776,489768.5505,495001.9907,491022.2758,481198.0091,468919.4882,463921.4304,464507.9657,468891.9263,473625.8831,477196.5373,480330.5067,67.23884657,5,41471,9698,79742,477726.5048,479861.5186
1339,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1019824.919,1020514.746,1022382.058,1024000.446,1026168.542,1028236.879,1035016.149,1045577.639,1058498.194,1065696.571,1071403.783,1073864.521,1079425.306,1082317.061,1086075.508,1088420.153,1090329.578,1092111.52,1097287.173,1109547.833,1129301.885,1156670.252,1180052.02,1196947.139,1211610.479,1225607.849,1238740.829,1249828.597,1264291.429,1280328.833,1292535.595,1302833.678,1317313.307,1339553.613,1364455.976,1388920.533,1407047.517,1418839.364,1426128.309,1423120.744,1418139.855,1410333.952,1409637.049,1410226.11,1412660.214,1420234.516,1431578.451,1442291.871,1449174.853,1456695.741,1469550.028,1483673.673,1495185.912,1501238.672,1504095.019,1503198.199,1496198.52,1488866.521,1481942.869,1484088.478,1483391.875,1486716.387,1478586.642,1470323.584,1447937.411,1434923.251,1422942.034,1424240.224,1416418.669,1412829.651,1405377.142,1405683.223,1408020.331,1412835.95,1419729.27,1429857.566,1442939.055,1453838.093,1457451.909,1456295.939,1456769.31,1452569.832,1443455.206,1426688.651,1402667.483,1381991.06,1361150.292,1349561.086,1342030.793,1341904.126,1348158.297,1348615.867,1340439.992,1325405.475,1317132.571,1308105.047,1301942.555,1287517.122,1275598.087,1262270.187,1260583.535,1256117.16,1250418.273,1242126.975,1242031.667,1246468.884,1247576.992,1246342.672,1241966.826,1238275.552,1235147.227,1232686.524,1232517.702,1238951.237,1245292.26,1245927.096,1237461.867,1230763.716,1233593.251,1238437.25,1243675.655,1250026.505,1269289.061,1287393.131,1303501.332,1312548.545,1316726.974,1312051.342,1298642.141,1284268.095,1265607.062,1242757.337,1218023.181,1197598.589,1180507.892,1170155.876,1162628.2,1160564.39,1157291.902,1153156.686,1147714.926,63.217904,8,38752,56986.1,103792,1246851.08,1146551.651
1340,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,469345.2209,479916.1011,489871.581,495085.3944,497443.5672,500233.9356,506392.9953,506632.458,504585.5087,502290.8656,503668.4242,505750.8581,508353.5045,515487.7545,521861.8578,524262.4393,521162.6947,520685.4278,523619.732,524699.9841,525070.4988,525762.8945,530021.454,531702.8737,533773.3097,539258.3132,546804.2537,552085.0951,553774.4599,556300.4133,560674.6666,562252.6142,562324.7979,562522.8254,565846.5797,567828.2243,566450.8675,565281.9551,566755.4416,568831.5967,570122.6112,570503.0426,573558.2736,576512.1772,579781.7196,584063.8247,589065.3102,595089.7525,597871.1288,602741.394,606502.9107,610645.7026,612219.3401,614526.0326,617333.7309,619472.6449,620123.611,620251.6137,621350.8379,625461.8913,631548.5437,643583.7211,653324.099,661760.3586,658682.9136,650267.7504,638629.8902,636299.0734,638036.5808,652220.9559,664226.9474,684081.8972,706754.5855,727288.9419,751832.8277,767939.242,786330.4018,802268.8451,826798.5104,853362.3051,883079.393,903357.6167,913210.9918,907531.8906,889628.0579,872033.5809,853701.3837,844658.2771,840249.6452,839846.7967,831427.2925,824257.1956,811701.2012,797142.8868,790845.1654,797754.386,800043.3178,777889.2415,737940.907,706141.9427,689647.0011,679657.7152,664542.4522,639116.3455,616333.745,608173.4356,614108.684,622327.6704,623660.1707,622307.7031,624061.386,623650.003,621506.5559,608679.1801,598467.9807,587884.5525,582832.6109,582943.2717,587157.8972,589254.2805,594346.7179,600895.113,612774.3806,618022.7274,615938.8954,614217.5569,611113.2896,606388.1785,596963.966,588893.1505,583494.532,580791.0283,577848.1938,580034.1103,575916.5991,570947.5273,561934.7912,558145.3306,559109.8341,560620.5477,561796.5696,66.81000305,5,43138,17155.7,67642,586193.8412,561809.7323
1377,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,928165.1927,922258.9494,915540.0228,910058.5728,905731.9131,903115.2293,903149.0866,907877.7767,915028.7206,922894.1675,930863.6657,935379.8772,938378.3414,937971.5648,937189.3634,931344.5874,920950.535,911630.1155,911029.0262,920230.9449,938355.7606,964750.3504,990554.8009,1016940.706,1038271.132,1060571.241,1075595.49,1085437.22,1092834.209,1099823.078,1104483.112,1107531.639,1119828.596,1148118.963,1182183.575,1210038.584,1219742.155,1217054.985,1205630.368,1194328.274,1190568.173,1195010.061,1204180.703,1213159.505,1222897.373,1240840,1256911.902,1267965.933,1266773.201,1266319.019,1272251.947,1281910.679,1290402.16,1294685.367,1300159.097,1304821.706,1306217.63,1307233.477,1308659.344,1314553.208,1310512.397,1306420.233,1300909.44,1312441.623,1318766.112,1326884.27,1323161.377,1328584.607,1323572.513,1322052.819,1311949.358,1316909.183,1330661.513,1346797.201,1361580.198,1380523.548,1405262.658,1431003.333,1448885.197,1461657.709,1476693.784,1487319.316,1489652.724,1477769.086,1448816.797,1422114.375,1393379.411,1382107.862,1379631.739,1385265.08,1393578.917,1395744.701,1390080.435,1377597.454,1379605.438,1383506.363,1390109.886,1379931.912,1372389.282,1364312.562,1368931.605,1366204.661,1359733.873,1347640.544,1350126.13,1355643.516,1356479.984,1357550.57,1360593.39,1378997.53,1399866.107,1413955.691,1423242.335,1434941.459,1462079.855,1485179.082,1495338.057,1500149.197,1505424.799,1511165.808,1513770.984,1526993.55,1560997.799,1592136.992,1616334.994,1626487.083,1623912.931,1603091.299,1566943.069,1536582.735,1506597.224,1467338.491,1419238.689,1372303.162,1342320.895,1328168.195,1323915.616,1320536.116,1318843.225,1316538.876,1311618.675,59.84173505,8,46169,146955.3,122969,1510184.104,1310745.518
1440,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,317138.4714,315528.0506,313716.4257,312003.6579,313111.7734,314254.4881,314646.2609,312492.2061,311563.8446,311354.6357,312210.3666,312361.8853,313898.4114,315692.8359,316995.9701,316557.4741,316117.5692,316770.9465,317854.4482,318164.7155,319493.4277,321519.2186,323630.6415,324021.1131,325130.087,327286.7231,329716.7344,330977.3594,332053.8674,332364.241,332576.773,331924.418,333956.858,335861.373,338247.3341,337952.6553,339086.8918,340206.9752,341855.5291,342808.2771,344883.3819,347922.6023,350936.2028,354557.2004,358905.3709,364265.4143,368733.1521,372359.7651,375114.7839,378178.9924,380702.0401,383041.9496,384168.2521,385729.9425,386470.3034,387740.812,388964.2195,390979.5889,393171.4488,396452.0512,399648.2963,404493.8177,411034.4519,419327.1377,426536.9486,430446.4616,433052.0828,434853.5197,435222.0678,434157.3389,432471.5787,433258.3598,435967.5784,437369.4457,438714.8357,438940.2685,440547.493,441793.5212,443264.8707,445556.2002,448475.0911,449320.0676,448276.3167,446166.994,445632.8872,447802.0827,449721.8332,450877.4349,448863.9636,446063.0749,444224.0644,443441.9904,442581.4366,441993.9777,443125.6893,444497.8623,442778.2745,437376.9123,431642.1119,428782.4231,427386.5953,426518.5283,422429.1414,417125.0547,411330.768,407988.465,407197.3841,406760.6522,405309.08,402880.3133,400909.8541,400393.8334,401669.4399,403169.7175,406050.9271,408935.3446,411887.416,416290.5367,421735.0674,426536.9721,427846.5437,425924.5739,424764.6839,423016.1447,421797.8935,420724.2253,421324.4715,421672.7062,420759.6982,419860.4441,418860.1338,419749.2133,419275.6098,418951.4655,418164.1933,420172.8123,424360.4941,427991.3824,430182.3755,431126.4178,432514.4907,61.2314299,5,41864,10783.5,54199,421498.5888,431848.7458
1483,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,278121.8288,278543.2439,278468.9255,279255.7231,280519.5157,281101.3655,283258.3614,283248.9701,282623.6406,281399.1654,282635.9473,285809.8923,289503.4228,294033.2115,294478.8979,292112.4501,287691.1989,287288.8371,289023.6768,290608.5734,292788.0101,293538.2541,296690.6016,296436.2647,297699.1441,297144.0551,299162.1381,301176.8949,304303.2865,307452.9061,308831.5415,306554.1061,302470.2287,301100.4184,304215.797,306882.2295,307218.4829,305666.3071,307246.5563,310791.1037,314348.7101,314718.564,314290.3714,316947.0008,321301.3206,324948.405,326970.6494,332671.9327,336895.5184,337431.459,332791.104,329922.9136,329586.4746,330744.5266,331891.0959,332531.373,332893.963,332905.2284,333787.1567,335084.3934,336837.4371,339860.1037,343617.8706,348446.5179,351089.2608,350986.3702,348905.0327,347347.9259,345856.8548,344787.4892,344236.0503,345619.3527,349921.4721,354588.0986,360926.605,367101.4646,372642.8753,376342.3957,379083.162,381904.8246,386019.7661,387832.9278,387871.5037,385992.9955,386448.234,390120.4538,394601.7596,399033.1605,401043.7529,401966.9,403482.3542,406713.6079,410923.6536,414353.439,419205.4275,422030.8059,425747.8374,427284.3189,428288.3105,428470.7841,429506.0561,433114.2483,433484.2203,431735.8005,428727.6714,426390.329,424135.2664,422086.9551,421649.1555,423385.7513,427379.8977,431082.9981,433988.4674,433489.2436,431189.7476,425922.06,418987.4491,414348.9955,411960.9077,412028.5421,412396.1094,414563.4997,417549.0391,419103.1812,418591.2314,418127.0596,416838.0939,414549.5326,411418.9185,409830.168,409710.8422,410491.3807,408674.9217,405358.7979,400238.4997,393873.2888,385111.1594,373737.1319,364510.022,358028.9953,352840.7258,67.43086817,6,40588,14486.2,85818,410160.7744,354427.875
