SizeRank,ZipCode,State,City,Metro,CountyName,2012-01-31 00:00:00,2012-02-29 00:00:00,2012-03-31 00:00:00,2012-04-30 00:00:00,2012-05-31 00:00:00,2012-06-30 00:00:00,2012-07-31 00:00:00,2012-08-31 00:00:00,2012-09-30 00:00:00,2012-10-31 00:00:00,2012-11-30 00:00:00,2012-12-31 00:00:00,2013-01-31 00:00:00,2013-02-28 00:00:00,2013-03-31 00:00:00,2013-04-30 00:00:00,2013-05-31 00:00:00,2013-06-30 00:00:00,2013-07-31 00:00:00,2013-08-31 00:00:00,2013-09-30 00:00:00,2013-10-31 00:00:00,2013-11-30 00:00:00,2013-12-31 00:00:00,2014-01-31 00:00:00,2014-02-28 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,2014-05-31 00:00:00,2014-06-30 00:00:00,2014-07-31 00:00:00,2014-08-31 00:00:00,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-30 00:00:00,2014-12-31 00:00:00,2015-01-31 00:00:00,2015-02-28 00:00:00,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-31 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-31 00:00:00,2015-11-30 00:00:00,2015-12-31 00:00:00,2016-01-31 00:00:00,2016-02-29 00:00:00,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,2016-06-30 00:00:00,2016-07-31 00:00:00,2016-08-31 00:00:00,2016-09-30 00:00:00,2016-10-31 00:00:00,2016-11-30 00:00:00,2016-12-31 00:00:00,2017-01-31 00:00:00,2017-02-28 00:00:00,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,2017-06-30 00:00:00,2017-07-31 00:00:00,2017-08-31 00:00:00,2017-09-30 00:00:00,2017-10-31 00:00:00,2017-11-30 00:00:00,2017-12-31 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-31 00:00:00,2018-11-30 00:00:00,2018-12-31 00:00:00,2019-01-31 00:00:00,2019-02-28 00:00:00,2019-03-31 00:00:00,2019-04-30 00:00:00,2019-05-31 00:00:00,2019-06-30 00:00:00,2019-07-31 00:00:00,2019-08-31 00:00:00,2019-09-30 00:00:00,2019-10-31 00:00:00,2019-11-30 00:00:00,2019-12-31 00:00:00,2020-01-31 00:00:00,2020-02-29 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-04-30 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00,incident_count
5548,11426,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,144661.07886399908,143999.02471433053,144309.81474429867,144602.0268582377,145588.04438589246,146332.10126078606,147845.14293292168,148711.49109738198,149932.5059285428,150477.85891705877,151156.29486665965,151558.5610052089,153272.57530528805,156075.77744595555,157495.75080781706,157135.22293323092,156001.86218340803,157125.2178869155,159452.5022791753,162559.34075409768,166138.66805253728,168320.91803713955,170226.8809797885,169776.20707413656,170455.85465735933,169937.38235894122,170673.52230950067,171177.0655444035,173330.33491538648,175843.06797246635,177518.5429480921,177713.7317515123,176955.08355523695,176185.15519319885,176319.93276918493,175914.05846806057,175526.1357496169,174155.2011315036,174479.69431932087,176822.9807286587,180477.02071866408,182692.01603312048,183627.98974957885,185692.759074256,188844.1537827149,191498.949619906,193210.0726503601,195940.7648230976,198572.89064977143,198852.7335142969,196981.40031850865,195499.53708143465,195858.40357218843,197212.0758962776,198283.34812098308,198803.4937490376,198597.39524399405,197779.66311989285,197318.4679533938,197414.8092446085,198700.98151525477,200936.46723812012,203298.8531802234,206713.8168789094,209598.8457304136,212446.4312317808,213884.54805737664,214440.98046158452,213540.9637504123,215083.55105909397,219101.74324080147,225871.091084098,232183.15917722209,237514.80873648703,244059.70217694333,250313.26418990747,255828.7772464986,258427.44677817423,259591.38280515885,259885.8707988005,261089.5383774231,261279.4416733355,260888.46527267585,258443.23163300345,256427.34372274936,254652.7471419902,253431.3190035064,252061.5098999985,250896.43184839943,250464.7426651756,250358.93749806637,250923.49853641476,250946.96448401164,250787.96724854663,251754.22999628805,252170.10779298368,254512.93307309496,256155.60491684143,258454.551741556,259668.7774925962,261175.92836332243,262874.9812851727,265255.58740541106,267883.59875176044,271060.70147205034,272767.5680046995,273640.45622759714,274665.8514179549,276594.35773935355,280042.3069409755,284978.2188309437,289202.6915471755,291320.3566836108,290422.05106841266,287564.61842867074,282990.6640271745,277335.98941769986,273566.23991955025,271863.915032611,271243.4927100646,273572.6046508369,278299.00451477285,285239.773334464,289986.9648703684,292641.31602996035,294896.4673984801,296982.2176711357,297475.54641759925,296789.5719788899,295975.31014117494,295507.8510108812,292891.1273945713,290379.4282114647,291244.1981410989,294317.9864278163,293891.0656754084,289286.51389758283,281730.90848478914,278382.99747192586,278494.2036421394,280116.00629123294,0.0
6230,11360,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,341896.2877201654,343921.60569256207,345131.2169710022,344451.6553664599,343639.8346248426,344441.2191353859,346803.1364422204,347351.67288848216,346722.14454794786,344791.54379280435,344343.1596313405,344588.4351690872,347200.432483366,351756.47498924256,354929.3546274545,355434.3178299377,353677.66018698324,353965.2912349734,355844.0711335404,356923.47899511183,359120.57614298345,362008.8698157374,367418.0238206175,370949.118387926,374655.9082031909,377658.1418959393,380563.8251653874,383558.354419657,386938.6899379444,390706.68419235846,394977.17090075713,396912.8088391016,398339.3760114922,400424.6872612391,405790.3538656545,410786.4195721813,414024.3925449808,415040.3790308794,416962.9800491757,418741.99345857394,420443.1701647236,420689.85667152336,420719.6555335349,422137.1954947855,425493.5536782069,429771.4005923577,434106.7246608266,439664.8917503425,444140.4460931886,447302.4300828348,447989.1008131829,449266.97845067,450867.4561113334,452733.5489420209,453781.785366396,454216.589218054,454556.4171658524,454800.5358977069,456838.3583623438,461124.79621333134,465939.6718182205,473199.5760737194,478405.17154858686,487438.3348834499,493065.5331523845,498596.6598611152,499326.61671079695,499894.3492303164,497765.81046872097,498072.07558776136,498849.8847950052,504364.7890062472,511508.4008050814,515917.728757397,518265.5135973838,517789.9517544438,519365.4919399152,523228.3436546819,529055.1728380895,535550.9984861801,542862.3778321979,546690.834386229,545822.2024639869,540468.3575255027,534235.9757635364,530664.978439392,528566.7627584051,528481.9402201525,528091.3266271857,529012.2610901267,532414.2595342932,536795.1322805319,538157.5952345658,536841.5673235371,537576.0166762021,539163.8261952532,541019.764592793,540889.3919385634,540054.568499938,539476.3878845485,539839.5966250679,541122.9559656923,539498.391494265,535908.3697330632,533017.9078400414,531097.404794275,530492.2250823615,531872.5304256118,534652.1884813401,538473.3265219353,542236.9094609199,544326.4726521034,546426.0219325423,545159.6761757348,547900.600191808,550657.3065796898,554463.6866201928,557977.5519661985,561330.8412979936,564654.9485660382,564426.3225582594,564248.4969118081,565235.7522690181,566351.398107686,565812.9951583362,564110.7343258985,560581.1521331741,554356.4960058016,546338.2274910834,540769.2172955439,536868.9560648515,533934.4100392399,528635.5702138288,522495.8955944515,516722.9769091412,513419.9958756663,510515.6178109029,504932.6764658022,499048.0726075992,493601.1640844185,490147.7853130486,2.0
6286,10037,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,326157.9937610516,324046.59783974,325704.2467336525,328718.9648475002,335014.19244645885,340089.0067812188,344944.54335370293,346969.0065901178,349985.2040140308,350866.59077614633,348561.5382580654,339626.5387731637,335121.530419698,334417.1572290226,340470.28271870146,342850.5711722897,345385.29464772664,347664.4926434107,351908.0401130039,354394.9438194374,357496.5410415176,358911.3235512429,358422.0892652827,353581.64660845004,351241.9631273106,352961.96386964805,359524.2961230714,362586.5436451416,365750.4602165303,364609.5790707496,365227.5523634996,365431.46640334994,369975.1012600363,376507.293068168,381850.3553108775,381115.686906652,383100.32701067225,389099.9538372603,402447.4316764087,411708.73505230993,418358.5755874733,418661.00833981927,419684.6153096436,420404.0372053256,428123.6138960633,438188.91958098114,446492.7866004792,449258.5259411411,449174.0749252669,450506.98383140936,453847.9548257908,456869.0254723364,459856.1265421423,462740.68202384864,464663.5344170887,465462.9837747779,467316.4427590123,469246.6940258053,473336.98813998303,475138.0081877608,478477.4223816501,488592.1190689931,499237.0918496343,511239.3505270211,520276.8411175489,531219.0277629156,535694.7257485582,539787.142660404,542586.1429620816,556304.8355178401,565292.7944941184,576851.5909731891,588475.4705322094,599920.425789017,610573.4647953251,620271.776042113,633404.1589151638,644619.3926095411,651881.9997933316,655570.8478466485,666513.4817852048,676807.5832331931,682886.6459666822,677332.2994732735,666035.5095115303,655531.1949520238,642260.3824379494,628549.2930075581,616741.1987606804,609643.0364633072,610652.0746017171,613309.1128431567,613263.8816476089,603198.778828045,599413.6982817756,606159.9346521279,613155.9567758669,605630.9151004766,585756.284285982,571964.7162368294,570216.5542263021,573631.0375779696,570291.5827183084,555704.2366550897,542752.4013746707,534741.0079736892,534331.421818012,530615.1810699365,527679.9648868629,526529.3422056505,530550.371720868,531227.2010911937,533476.3852406159,535342.0295179655,540818.6102666343,543006.4007392762,542272.9714843117,543328.1972546718,544315.2756002174,541167.3585825776,537731.8364740312,541254.3252776369,553431.6580149754,560642.907626894,562011.0150631511,560404.2220069192,561710.2520397251,559201.4178885306,550501.2101664109,544843.6992647815,540878.6765541461,541635.8546896839,540868.0674832837,536889.7483431144,531421.16228741,526701.9566041144,526336.6218807864,526441.0728915355,526561.9811009223,524278.3179742464,523143.119180936,2.0
6447,11415,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,303332.76347221504,307019.32068769675,310743.3516039044,311205.23516290245,311406.23331870715,311295.6658563674,315293.5181286811,318835.1291325286,323029.3087524394,323137.35090009146,321281.7779928441,316960.8139410901,314285.3757393763,314227.3408664048,314454.1572121213,314524.99795965856,314364.4793929993,316710.50988489605,317991.05963523866,317720.2538062448,316113.26631417143,315722.26249922166,315230.4264964549,313254.8729128866,310291.2689261946,308821.4803981725,309108.4223313369,309724.0287018691,310619.016850678,311517.4026519796,313846.0824455191,313142.06982773746,311365.27505383483,309130.9582350927,310286.3170611357,311135.1422723784,310456.3284094323,307866.969080275,306411.78315529693,305089.6380897155,304841.47800898866,303752.3562433957,303372.9341514177,304360.9925982947,306748.7818485756,309928.2601431432,312501.06667698344,314953.1698691864,315717.296380751,314775.6520345166,313210.05688689527,312978.23896540765,314036.44916440296,316937.6663736296,319281.2957618395,320569.3676555239,320982.4279645058,320542.8063640173,320114.4191846586,318187.7945283874,317052.64066236065,318926.6728451145,322089.3086872444,324333.70455505984,323618.2069110998,322640.5575612988,323295.84849747806,325979.2184581542,327765.52906484104,332926.53260821966,338172.93028788455,346760.9535633338,357008.7262843595,366131.1791465511,373155.2496589688,377605.44914258464,382409.7808322807,387241.062615718,392150.8847699257,397299.5889207372,404895.9517057499,408440.1702478467,408311.1616201704,403488.7742704958,398471.608821449,395983.64795033867,394356.4490910571,393100.7134630274,389370.8953169858,385474.1863455737,382567.0882690245,383009.02431509225,383069.18317897496,382797.5528094184,383917.0520680617,384876.2647324168,386795.286598094,387582.2319318505,387819.72782444005,387978.2913696431,388613.5070419572,391283.0779947408,392595.4376290415,392634.2808091834,394713.48246187234,398171.0038243432,400875.0999645099,402069.05146229424,402027.4778605544,404267.93421401625,408280.4933337668,410724.69981711946,411621.45679114346,408524.9694200211,406459.6280878357,402449.2532832661,397197.7919659342,391151.0916426992,385281.4277272253,380640.9675642294,378949.77951126144,380774.8659749082,386037.6898623843,390120.2145388005,391102.353919333,389730.3505895473,386075.7990017703,379349.647212302,370816.7326319338,363545.52019801806,358522.0764045671,352002.3762280646,344237.6656667769,336662.1288477935,330188.1872445662,323585.4773927182,315785.9801283903,307819.17452434305,302078.8535873478,298234.7723131488,294754.33847782266,1.0
6501,11362,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,214470.10078234752,214901.4874949668,216942.3392519482,219903.3417296664,223031.45392152187,225248.16395028424,228071.72834465225,229773.7936795725,230268.1460531109,230877.94689511927,233111.00902990243,236336.59748895004,238953.00268505965,242044.67592723796,243280.83098684996,242437.46558724725,239132.4508716218,239506.48868301333,242496.8898896624,247081.4678117044,250915.8949422492,256162.38828073107,261333.76114465648,263894.1139750037,264034.79697514814,262789.18937130616,264307.9918972236,266092.8927486683,269529.61516155355,272979.8315006801,275687.73962550523,276979.5093538472,276978.74914746726,278595.45323227183,281544.86843052827,283211.40092809853,282611.8597421196,280555.50026586506,281282.6905977508,283970.25181299937,287225.91879164946,288550.3293278737,289899.9351353264,294623.4565611128,299918.5712557092,304901.2695536222,307672.48044838576,312769.41173646064,316098.7933814924,317339.3245076905,315459.9540221,314831.9641837593,315180.20837303135,316291.9245302665,318335.39569030254,321289.0104657411,322308.5271711041,322000.27582431084,321242.3531024932,322579.4792449596,325375.9930181425,329727.99262974394,334812.644600564,340593.7794348421,343790.73741691647,344979.1191303225,342921.7569961819,340956.13578652265,337988.65687623754,340327.0290783129,345527.30106126977,354722.0447510111,363888.8325439423,372258.6538859857,381568.6453962278,389947.95881094487,398133.7940380384,402485.1321025618,405638.3516793405,407261.1988986092,411665.6993937253,412992.7902400934,411344.4965101631,405560.9500961217,400419.54749045474,397086.6992485902,394032.3838274097,390758.9804842403,386295.74267743976,382334.30195576255,379294.6172499008,377750.74529978633,375512.63765817095,372805.60269940685,371846.368512072,370425.7807068459,370220.49626792193,369773.31023383344,369709.8503977805,369947.44733503374,370384.21767631656,371870.43975110585,371715.1893250765,370283.4263577736,369900.5222412446,370586.2433520797,372320.1331693142,372945.9217644092,374037.1993613772,376446.6051063622,381034.65721214376,383365.48865920166,383348.0822685414,380189.2360433152,377154.78436238266,372866.273338525,368001.759887364,363911.9807623651,360511.1255703285,357563.28536180087,355720.8079700929,356852.2549005149,361109.2759222278,364689.0787736143,365574.79583523,365987.9035484832,365395.7590452116,362519.2831465937,356902.3798283781,350845.43386872514,346697.75313603954,343789.78937803785,342359.7171796251,344625.4118720253,347954.19691528,348487.2881871427,343732.8944229833,335117.25562950067,329129.92329447105,326234.02648232697,323969.5512431186,0.0
6681,10017,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,567102.5461778842,566604.5453646578,570373.2003095188,577718.5338838644,584445.8446583711,587727.2716741936,589132.9771022638,592417.9409995127,597001.9890571929,600633.3307050096,605369.6984830532,607083.7368433067,607672.7258956241,603775.0766595016,603127.4117766562,604357.6700007219,604884.6209578124,603878.0955617322,603964.7094322428,607955.6053663496,616387.330748527,628927.4435305676,643723.0684083758,654238.035604084,660699.2160693879,664941.591413495,669913.0835182978,676757.6832152231,682341.978763769,686485.4094654593,687657.5038080238,687810.3731961773,690316.8765385139,697263.9153903214,709955.3384761467,721426.406822124,727302.5771367373,725702.5635316878,723852.9772912258,723712.7140771203,726383.2366261156,728579.4566147445,729858.0764976166,731024.6812214201,733345.5237778915,739068.9327166503,749238.9331633997,757707.8459257074,764285.4619459942,766059.1789624671,772062.1294175241,777929.182985867,782278.9369238778,782922.6776747139,781148.8205905951,779363.2995909461,776511.73047624,775543.6648910054,779124.3887396556,786586.6189534753,791621.1739280424,799551.4610140481,805589.0364808269,816364.3460782212,819034.7282941858,822210.6102911289,821972.174967146,826657.2144779958,827262.1735728123,834547.0336153299,840597.0901334062,856148.2656876054,873873.3001280585,888117.608005708,897504.8374291303,906854.7017252812,917995.1085738756,927558.8332611332,931039.036404788,933743.7780246418,939914.6825587292,942324.102307576,937897.0904523112,927531.946505139,906924.958227324,888631.5185763192,869201.047319091,861777.6355890114,860683.8704597388,863873.2287576897,870057.7015576037,873139.3916628192,872603.3534019758,865232.7650290536,863887.8505759094,864854.7008810033,870400.5695320988,869023.0136441374,867302.6982327256,865259.1321762019,868073.1279474177,868057.2843784034,865973.1700491774,860397.5169764656,859957.8864247869,862586.5370051205,867979.7929906398,873022.1926196953,874824.7499982491,872170.1772663767,865356.0696730143,854933.037550062,848805.8925004449,846321.3677614407,845515.4713763759,839927.2572537387,830177.6257034922,820711.2620189261,815468.4488729791,812143.6473579126,813951.7668543855,821065.923902722,837738.9304013381,850589.2029722662,859650.6864213526,863489.3120643565,865547.0939961802,863647.6352776135,854316.4731254219,844682.9720806914,831647.2851961959,806198.7975269834,776865.3500612527,746058.1961826478,727503.2717416572,714106.5437344139,704880.0429195435,699768.7344431081,697629.6688632687,697917.2350683922,699022.6751516019,5.0
7294,11239,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387159.18380256667,387479.18197037815,387260.3624894972,387879.7662568672,391247.14361006,395365.8956129115,399014.71524113993,400598.1906448812,403569.171113813,407623.1074416299,411638.602924638,414423.3396250626,416241.6253412333,418124.8633379254,419374.00357814337,421009.9122143061,421472.3085345489,422371.0570624741,421712.2469486751,421400.801630382,419838.3270846084,419961.36767110415,420114.85226368107,420936.63502640073,420946.1410591345,420469.3815261733,420905.2851322575,422247.0738810892,424089.89471081976,423919.9927706914,423560.9196908775,423727.4712427931,426133.673911487,429852.5731254416,432532.7421234678,434838.6060369462,436571.2963204905,439924.322660849,442375.3712345643,443565.3859545379,445107.959238501,446995.0485066704,447964.5157516293,445792.9569312944,442727.74293619365,440463.0477770226,439205.1599922704,437588.3781091028,433234.35075189424,426541.7535879447,423709.8461559056,426575.3770817157,432804.601521572,438084.89574568375,441385.0212010487,442265.0634257,0.0
7520,10470,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,241545.96093830172,240413.02766468385,241627.86320435425,244136.85495296484,246685.78272572235,248008.67328369967,248381.1153558793,250538.11675400496,252886.6992516853,254861.41628797003,256856.64664340924,259964.76410446988,264519.3893938069,269179.3776987744,271292.54243018595,272539.89579319133,271954.7279277123,267868.5394949593,258163.89967640067,245052.14606488147,235115.68759553292,227732.04720125877,223079.1311806104,223500.15398493104,231084.9440325263,241829.03087502037,250021.8514503812,253186.3163104707,254212.9281611404,252923.9526244001,250860.19164068028,247324.80760478665,244342.18748924005,241464.8097252002,238171.10707584923,231727.35913388955,224857.2660901848,220066.44178758527,219823.5590347724,219626.9341040496,218222.0934296383,214438.0618930068,209661.35403291223,202774.59497997037,1.0
7671,11004,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,141508.70807451676,141359.3483632706,142565.56512867016,143400.40913120357,145237.3357447072,145861.59916042828,147929.50496014016,148896.2667483728,150754.78362840062,151999.1311206759,153384.63296748433,154220.56006068655,156930.9356233191,160227.06366098582,161987.09121823832,159838.19735439672,157795.62566090675,157915.19410833134,160884.8945380134,164065.15884689745,168291.26462648986,170442.93512089588,172549.90580081686,172043.87539965662,173320.69947027494,172594.8768170272,172735.08392076337,171380.25080981068,172347.35222935394,173338.50056826952,174663.93052589116,174209.98291673002,172622.8576882458,170933.87886731396,171456.88182686074,172731.81462667717,174813.0773860622,174553.13130759902,176072.29893850154,177763.7162635323,181402.76466884732,182513.2376234285,183503.0940666514,185445.62823209792,188991.35189274428,192049.4146646889,194701.5195509723,198264.88042899684,202590.26005114327,204335.0531254817,204233.95934639903,203059.26114234736,203202.69877177785,203966.6940098394,204767.2511533709,205040.96509194045,204531.48349634896,203375.6040851688,202944.13738074456,203399.58560567128,205506.70662728444,208729.01441255328,212332.05633399528,217412.2432042289,221649.67348841229,224786.36138541708,224222.9204008778,221876.0257120996,218600.69152242385,218885.77703869215,222605.3948305505,231036.9899323224,240885.27765906203,248179.9251837636,254202.3504602023,257046.85819351696,261191.520630344,263111.5448544021,265222.7635060188,265766.9381154599,269327.63190754177,272752.32235448,275776.0761064179,275358.07049646653,273786.737922437,272117.652462866,270272.2638216108,268599.906151149,267927.79001731286,267356.39731611207,267363.527727468,268053.5185969944,268085.07489248767,268065.9748305601,269680.13624222414,271027.24388731946,273874.36877949233,274991.3171928837,277557.48767937184,279405.8872794795,281538.35834001563,283389.73627031944,284074.5777411145,284291.7828685849,284846.8299084345,285754.952332389,286840.56992043834,288143.41886644,290086.24776861625,292755.4887020757,296683.90859894647,298875.520232342,299390.35611159186,296793.4006528031,294957.35923388647,292638.6073035247,291574.84219710936,291450.4494545154,292550.605978024,293299.9203072979,297454.7655360107,304727.2995499084,314576.792378784,322166.2551682125,326965.38052303,330683.3834952503,333152.421436512,332975.7055183155,331503.39731723635,329147.7659942483,327899.63716509566,320539.80300682405,311810.1703424396,303053.45091883285,300893.19933639193,299320.11925339425,297225.9180286084,293426.66726308176,293077.65839119145,298107.8912740945,305232.1916908259,0.0
8875,10044,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,490918.7651136744,493201.9157045279,496548.39584590617,498673.97598987794,500357.4783320623,500339.1624207703,500799.2334074129,506219.1890108362,511479.9720168095,515767.4571698784,515317.4934879623,513807.6159721929,513485.250301953,516965.9138558488,523779.4080846386,528554.7669784194,528996.4835294969,527206.1358045369,527251.5856136427,530869.4274680335,538182.6879510756,549508.8066192921,560252.2781505875,569697.2834606488,579069.5019785516,588671.4900994356,597469.901825467,604162.2238827059,609125.8290816054,611002.398174109,610762.7793656526,613680.1498723901,619823.0872554785,628626.9185840824,638902.8816122634,650706.7974713139,672067.0780226599,697991.9308453435,727179.2649843594,744151.9419813278,751386.6826130437,749066.0211493963,744753.1403458052,741517.54675684,742947.4199490021,750640.9102772031,761510.8626179643,774052.1676512096,783664.2483738131,788835.2232183119,795380.7993341471,803132.7549988547,809882.4051975213,811297.7301848336,808256.4114278005,805346.8937633188,803265.374171558,805470.4595980201,809735.3383294018,816046.8994914436,822319.7353208786,827191.7612904402,831353.312172972,834722.020660939,841675.5293565801,847485.0107489395,849996.6071350841,852149.248127635,852421.0543053728,854232.800399127,852307.9411167105,851975.486034186,853191.0650725417,855537.5980841574,857028.9321723027,857139.6069071706,858038.5834830822,858529.8545091827,858956.5278944588,858157.5801690241,857884.340537296,856529.047759116,857782.1723946091,860335.992494984,859892.4861449093,856268.5559319746,851876.1505466906,851191.0074185788,857271.0065670642,869802.5943446076,883235.8457985437,889918.4505416489,888897.6683688952,886434.994540663,878127.650853342,871244.7036502924,864956.2916755275,864181.8943309854,862232.0609637907,858985.1338654129,858955.5919293355,855761.5939882646,848182.8744138429,834217.9447812744,819704.1757359741,808257.8715549757,801660.2659365431,798201.7777809651,796554.6760893008,790230.5012810802,786871.314111872,783681.0020046892,784689.1845379593,782946.6279408606,787670.1089316737,797673.6453688378,813071.2159232507,828535.3508819662,847236.7827785431,862953.1968691923,866827.2908388284,857406.7788075429,847567.7723758924,844107.1619347599,847001.8074948526,851960.7451699767,855991.6578706009,859637.9612411507,856282.944968833,855641.8952311482,856708.806473685,864961.1670868482,870384.1957426403,872596.3337430605,870466.8446875374,870978.5641734157,870886.4830029188,873120.4661810184,876678.8577646719,886206.1679979498,900384.9902687577,0.0
