SizeRank,ZipCode,State,City,Metro,CountyName,2012-01-31 00:00:00,2012-02-29 00:00:00,2012-03-31 00:00:00,2012-04-30 00:00:00,2012-05-31 00:00:00,2012-06-30 00:00:00,2012-07-31 00:00:00,2012-08-31 00:00:00,2012-09-30 00:00:00,2012-10-31 00:00:00,2012-11-30 00:00:00,2012-12-31 00:00:00,2013-01-31 00:00:00,2013-02-28 00:00:00,2013-03-31 00:00:00,2013-04-30 00:00:00,2013-05-31 00:00:00,2013-06-30 00:00:00,2013-07-31 00:00:00,2013-08-31 00:00:00,2013-09-30 00:00:00,2013-10-31 00:00:00,2013-11-30 00:00:00,2013-12-31 00:00:00,2014-01-31 00:00:00,2014-02-28 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,2014-05-31 00:00:00,2014-06-30 00:00:00,2014-07-31 00:00:00,2014-08-31 00:00:00,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-30 00:00:00,2014-12-31 00:00:00,2015-01-31 00:00:00,2015-02-28 00:00:00,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-31 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-31 00:00:00,2015-11-30 00:00:00,2015-12-31 00:00:00,2016-01-31 00:00:00,2016-02-29 00:00:00,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,2016-06-30 00:00:00,2016-07-31 00:00:00,2016-08-31 00:00:00,2016-09-30 00:00:00,2016-10-31 00:00:00,2016-11-30 00:00:00,2016-12-31 00:00:00,2017-01-31 00:00:00,2017-02-28 00:00:00,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,2017-06-30 00:00:00,2017-07-31 00:00:00,2017-08-31 00:00:00,2017-09-30 00:00:00,2017-10-31 00:00:00,2017-11-30 00:00:00,2017-12-31 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-31 00:00:00,2018-11-30 00:00:00,2018-12-31 00:00:00,2019-01-31 00:00:00,2019-02-28 00:00:00,2019-03-31 00:00:00,2019-04-30 00:00:00,2019-05-31 00:00:00,2019-06-30 00:00:00,2019-07-31 00:00:00,2019-08-31 00:00:00,2019-09-30 00:00:00,2019-10-31 00:00:00,2019-11-30 00:00:00,2019-12-31 00:00:00,2020-01-31 00:00:00,2020-02-29 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-04-30 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00,incident_count
112,10452,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,150489.50044351566,148960.74313183257,148693.805223691,147908.2102929949,149746.25843713176,151889.21101927414,154128.37765389812,155678.6172986664,156508.93827312297,158430.07289148893,159156.1920453921,159537.78512529578,158025.9461454417,157095.58804786953,156690.13133840368,157090.32984325543,157714.17970800056,158104.60257336302,157588.29526611476,156080.49220002638,154406.87749781308,154192.06669217526,154588.79926365367,154131.79007059376,152328.85833770686,150280.13035333672,149928.8749276099,150299.18435289557,150390.24885646565,150227.65665898996,151104.41540802337,152845.22305401013,154610.73972128148,155954.3452800682,158435.8511207858,159699.30429266547,159137.41185896032,156756.02272829742,157342.2932918192,160149.73220038554,165585.5373956794,169806.03435544003,173989.67690024755,176503.47749023468,179360.53913329067,182379.64602585768,184555.31852467067,184633.328980868,184458.6809247684,184103.1022536833,185812.9410682536,186660.5797284556,188524.561444946,189244.6509953431,190541.73007766396,190284.65260932068,192111.68805492745,194897.60727191775,199424.14625488687,202937.78856382408,203643.4094564079,204437.967094605,206411.86145678975,208800.1472364408,211023.0310060892,213328.7903269458,216276.2522000089,219583.18053835863,218590.3487268233,218201.289372077,218139.1407489218,219433.74077628413,220850.32020531685,221735.56125683116,223788.4969294,225380.2024496389,226649.5331918289,228227.7501841059,229953.0350638992,230946.6271758912,230895.1178804325,232751.97683882943,233979.568515722,235949.34816734865,235427.8508661252,234347.5416361458,234081.61742316157,235590.3518759477,237253.896838267,237404.43061712585,235717.3712944704,235343.63136305788,233833.6369593909,233342.58237741076,233064.4618476072,235411.1601189357,238607.0491993752,243089.6930882072,246152.62701646492,248770.6420306059,249816.73724554887,248834.39631681703,244331.79034951617,237274.26913581212,233358.93340461157,230524.8400255729,229599.0759864895,229283.00687732527,233300.78088605063,238856.28475713643,243047.9478301043,244466.63756279388,245562.3302983827,245622.75676157876,245297.7322924564,242619.40895677483,239909.58517539105,236356.57543909183,233584.0509000704,227853.50548817823,223471.8738474759,219602.62942155928,219990.15710898643,219742.3782027876,220223.01589745167,220527.3895064518,221722.94191164616,222215.3732441316,11.0
121,10469,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287891.09633552784,287058.30329185555,287397.196151814,288356.35518639855,290023.6195889673,290822.4389079921,290915.11773212143,291951.1312913871,293475.5262059654,295159.26980417274,297137.8545735639,298896.152561999,300622.5330470224,300203.9214405851,299985.6945993223,299896.4273950359,301426.82895934326,303167.08009952016,303953.1797891892,304189.7270163808,304491.6270851199,305744.39385886607,307582.7690571936,309808.8262172294,312695.8190931962,314808.1314162633,316777.58095412544,318053.533970826,320051.5010988284,321568.833858667,323781.8465977845,326293.7233986626,328519.7127522651,330625.5140026647,332515.9726172585,333943.79001195374,335486.808578034,336619.0463140165,339027.4260313749,340748.55266746064,342632.3434039722,343948.9589890598,345052.4109019113,345830.8945214799,346912.8287504044,348316.32230193546,350876.18366291217,353457.88269189367,358065.951612206,362958.8648461508,369272.5369274693,375388.5851813077,380900.2191085869,384851.7560243756,386582.4977780745,387679.0148207028,388323.8454037129,390452.5437753646,394341.4632335618,399560.3752619573,403148.11812513374,403371.9294889937,400610.0765842626,398755.9624800765,398878.6183409073,402062.7246689205,403648.75848068186,403341.7961561887,400839.605228273,398455.49273876793,398804.7170302176,401530.7521145456,406451.0579013152,410292.97260146186,413920.76480910345,416645.874637037,420766.35795428726,423357.1896014949,426120.9590944571,427541.0143046972,430025.22514253686,433136.8052439992,437106.5635371362,440248.9104969146,441329.95613195904,440108.686041169,438219.9694649933,437964.0544670101,438765.94050060073,441542.7297374522,442540.004794604,442819.35055772,440950.6210259941,438656.80118050246,436139.6020964314,434064.1736085705,430941.4358854539,426099.6537946352,419916.7746990805,417524.8240302181,419105.3122200935,423156.68417385616,426796.5252984405,429715.8813037038,432142.4846579015,5.0
122,10029,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,514546.87078666594,522396.5765741848,535683.5721566904,548242.4090702771,559056.7815580048,561102.6702669199,561537.6555625258,560664.2809122634,567088.36658651,573542.2676637636,577875.4548689098,576296.905559623,575293.8069446288,576820.2229319144,583220.9742117575,588329.8429085243,591341.9598607016,589583.74521126,590827.4837476733,593249.4144202855,604388.709049486,617154.894869787,626765.5419885119,627933.9685649617,626467.606732948,632476.9552143764,644129.2152470349,654599.5989509713,662014.8880230344,659750.3244183186,657651.4230834513,655165.3029714938,664308.7569648592,677960.2299824952,689177.3523772649,692344.564790975,692215.389311989,695687.2333743185,704754.963351399,711563.8728055478,716691.2152677312,715391.7814042349,717034.4308519932,719510.9523272539,730658.7671514371,743716.1320257728,754952.8659115789,762147.5247689708,763112.268335855,765008.8121365402,768063.7711812953,772479.8020514766,775448.0034619151,772918.4807479563,770139.5056616688,766766.5400499199,766666.7331304773,767451.0643532235,770502.4228205406,776506.1698636819,780884.2617117331,785509.2809241646,783882.8327710385,785502.4828259107,781521.1347311431,781821.5699619739,774055.6569055176,765527.6737014294,755417.209916987,750381.0842575012,753589.1674381336,763888.0964755052,770065.072756974,767358.2008504582,750465.2835115204,740833.1669280034,736248.6582025083,736356.795123014,733808.3878038297,728257.0519349958,728479.1043564464,730918.50268291,736017.0846698461,740940.5671110237,732163.0267535355,715826.9347324945,684725.0554959582,665045.307200225,655026.3146227483,669055.9815016434,693942.450372653,726628.7910093063,741574.3192862747,737835.2316641634,724393.0303965769,719504.3219251962,716350.3348926821,705126.479854334,684242.0338078187,667748.0919410255,665043.8888404703,662062.3790985403,659355.8740683971,651003.8480970775,654337.2725954086,664242.9414024503,678571.7638396808,692811.3416188838,711127.4283415418,732422.5778492539,759284.461792998,769139.8449687395,779753.2399430526,782042.4626267869,788908.7011267493,785308.0157693216,778341.4581900644,776534.1144907643,778479.6647242262,778981.0742678856,778615.4810304755,780596.718595949,790123.0169735863,798983.3986227121,803707.944251591,804465.1122983448,804912.0506923986,805121.8941933733,801591.6262978491,798197.556704184,791603.9856908725,779611.8417511234,761781.9087554816,744925.1537567939,735189.7532438008,731311.8580344612,730126.027643229,726406.9902489377,719777.8109852426,710877.9417381752,702725.6723536261,4.0
125,11218,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,324547.68715931615,326184.71030799014,327567.36468688725,330154.2548446876,332361.19234778994,334463.9810941,337021.5473147235,340031.8029770814,343774.4578078735,346738.634742185,350070.17847858975,353494.86357598467,358243.6286411905,362550.4777193072,365039.9057109165,366321.1019018111,366595.7030183594,368494.3427134501,370918.8815508016,375461.4000260495,382153.799135064,388664.43782118807,393890.3457486242,397500.58260264574,400848.8771720561,404764.876226394,408031.78211815655,410952.52720144513,412770.7199264641,412700.1731008799,413510.1183388065,415018.4904344661,419591.2651580535,425185.8435893894,431930.4050746372,438279.7163967509,441227.6041264141,442905.5035104015,443842.1508664664,446015.4471107126,449087.8106245484,452984.5644885051,458882.2445907043,466416.592942032,474306.0531826534,482278.99482248095,489352.71956441615,497084.9017417673,503748.49758042296,510097.4803457621,516260.47115361766,523740.4731794574,530334.7854016935,535958.7900826441,539646.3401431014,543408.8026475585,544966.4901739741,545834.1004806225,546488.9859767787,550096.2317947821,554553.1518266097,559500.3935212534,562842.325245026,567925.5333416475,570377.2829385047,571885.853227595,570768.1636371417,573299.1504851542,578319.3915375966,587289.3907224557,593227.6405652766,601025.9603852652,610768.6815629123,620938.2850299295,630270.6892014039,637403.6513994936,645952.3979958467,654764.4226782372,665470.2467831025,677361.7935996562,690765.7544063681,698437.3163894953,700506.7272204742,695784.4284030207,692036.209797381,693172.9676637197,692878.7224608468,690621.7411499125,686731.5612310161,685060.6135114179,687023.1773488014,684848.0015677396,679935.5973386694,671098.7123354286,668956.03454366,667630.6986916815,670882.6571851562,671013.2980675055,671378.1565760841,671263.9620158566,669615.7298729167,669279.4686952628,662344.6664187374,652637.5454413515,645671.0748569275,644168.228685616,646450.5341398643,648137.4981105821,647958.9754378604,651069.0855548618,656223.1642203266,662417.9286502883,668374.7456404321,670686.3927302306,675054.9979019202,677971.1814439362,679854.352400924,679942.1057940965,680503.780170606,680363.1118274453,683210.1444627849,688765.2085546121,702333.3621697569,712468.3077409213,720666.9209436666,725273.4709133208,725219.541439993,717381.0930870449,701963.190870141,689964.4531336973,679846.2648068792,669313.7428600356,655207.0942218209,639746.2970704964,628459.3520383766,624084.8993895295,625628.3357260652,629419.1759712455,633620.9946985743,636786.5228027913,636650.9906564937,1.0
128,10462,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,95426.62758709789,95068.01510692736,95121.91574356893,96072.41988233692,97509.10297575923,98672.52898331464,99740.5909237268,99844.71048282208,99229.39370642947,97825.3818022692,96626.12828687734,96103.58002299163,96414.68645713518,96773.51407434618,96763.88716567287,96453.66945862146,95844.87975491789,95639.31702314422,95900.11088504584,95900.51169634446,95824.24833003496,95827.70116907584,96360.12389294009,96276.78520406123,95770.65821165046,95120.03420042808,95050.86374436418,95217.23850496078,95709.65069427516,95517.36944306311,95551.18677568845,95679.89122509204,96160.08360984304,96824.19716803364,97920.65598444338,99522.8009888428,100632.44254941712,100878.10425514897,100830.51451214903,100752.64623064738,101579.29703008688,102277.4444963582,103202.81056120526,103670.40850662126,105543.7119226309,108111.73587164668,110581.26617049077,112798.76448710302,114746.99506084574,116474.84646212812,117128.93490541627,117685.88932526267,118893.27765567972,121116.6655144658,123325.6520451503,125024.8408636456,126279.32703406706,126954.9094893441,128111.02745504415,128905.18159251312,129952.92132006226,130578.72656120524,131214.1908597862,132238.6334276284,133352.68133262027,134692.5636431585,136080.48884254077,137936.4302238555,139976.86928017926,141554.6770789357,143112.4608746356,144764.3831835081,146932.6858810762,148242.9645700784,149492.4467482851,151262.76801751307,154350.8802028974,157537.02041964297,160271.79015045706,162804.09392148533,165413.698427221,167887.12363054798,170058.47304785045,172124.58516502046,174551.35872867945,177264.75033045316,180452.65723667515,184207.07664801864,187197.03581111407,188955.5388690197,188718.6025963204,189069.2859870697,189583.04905798717,191198.23500978245,193590.35142062404,196617.7920750454,200197.33165416145,202108.70478886948,203029.9432428578,203024.77006964895,203685.0246476509,203702.22945402472,203136.82661360805,202138.80226742008,202211.14503746424,202794.05861131163,203831.1127744798,204353.04883027228,205519.1184950623,207202.14708275316,209818.3577212483,211451.18095114603,212814.9855232388,213516.7139713968,213267.49230553955,211172.1087940237,208512.87888598404,206842.67485981717,205576.79054440223,204930.81134885745,204126.75482577333,204092.33978190576,203796.31824301285,203088.675844677,202170.2425354286,201993.57019112344,202603.98431866613,202345.8048808753,200763.8296891665,198760.76902710064,197993.2893259808,198031.3556870944,197563.15104926587,196233.42059399668,194968.142652294,195075.8984623268,195975.78629514328,196926.5380847112,197903.43380527085,199319.43539867667,200622.50257663883,5.0
139,10002,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,598719.1590774035,600186.3399507529,603476.9465048403,606152.6866564142,609207.8672618973,614315.0538561252,622276.5200446941,628627.0558634222,632325.7367639453,635554.4068646574,638227.1402983508,640147.6349937759,646842.8193682288,653886.0833123106,659130.8731500269,650671.3420878939,637965.7374689853,627887.3001074097,627040.6601799127,630757.585308381,637326.239257682,652582.3231680373,668104.3498312774,681471.0747050486,692705.9504832291,708693.6250092051,725484.3584853479,732447.0067072137,732986.6179527858,730466.5469645826,729334.4003817728,728581.2808847618,730889.917223257,741055.387249011,751288.8283037964,759197.0431610256,761973.5752185475,764347.0581905205,764700.6051049074,759378.9236198697,753101.6134555353,748951.3454011477,750523.6877819747,755529.8109182063,760743.3365764503,769906.2060206052,777477.1513003999,788519.0106379278,795143.4555691615,802176.962512948,806859.8200446394,807147.5653055435,804639.4853349183,801730.5969979059,803411.4993412147,806052.5277678595,808756.8636269452,813230.7472608015,819295.7340525477,829349.2325472314,840117.0297809717,860927.4336095089,877583.3107248232,890767.5831740176,889991.5023520138,888984.2963127795,881105.772675333,874531.9528572907,863451.1777475835,860125.4811822632,857155.3372635787,861563.0234938549,869199.0604788153,878054.382224435,884510.2212333056,893668.0982802799,906712.164634297,923095.2171228154,935741.533499138,945598.0407025216,956994.2579261228,969416.4343907558,978755.4611800916,990293.9550682236,990862.2322624316,989779.4155600906,973017.7692090116,963666.8442546972,959535.9746188032,967024.9859135188,977516.6260738284,985547.9481115508,984661.4011360286,973473.9881708492,972360.63928039,981822.3888556728,997550.1413897796,995346.1365833414,985480.0110859292,975925.8495223692,980334.0894752694,980813.202260874,983426.1809019092,981732.9339326364,992796.2265094016,1009398.5560751796,1030383.069571422,1049278.3477761303,1065597.1143641684,1080868.3371158622,1093227.2165512813,1091499.6709681146,1089149.0583044833,1081050.875704688,1073780.415554574,1052497.4167007245,1029104.21801483,1011527.2864649418,1005264.9604061482,998767.6589657892,997220.5143478736,1006377.6052289256,1034322.3558429474,1063420.4265553511,1082840.897283131,1088435.640537723,1079024.3765653989,1059939.9845109468,1035382.409197712,1017049.8493865676,998119.2682978364,982696.4243958496,972183.0721972708,966553.5142371996,962454.8099111996,958991.0173222504,957064.2163748648,952660.461344567,947441.2576316008,942582.7004034388,937577.1773527032,12.0
142,10466,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,393085.30932002,391147.399083609,390840.7622615018,390068.0905600952,391709.1360404764,392582.40869774815,394253.8306538679,395710.5319100949,397276.86338640953,400252.012705304,403839.0802836263,407180.5253625971,409864.9784810196,410901.0270135852,414857.566172428,414951.290360542,415753.4990508407,413307.5816369767,414999.047195771,414501.468693061,418221.8274458828,418085.28654385376,419337.4580034416,418695.1171806155,416205.7812272844,414686.92664665706,414442.8418409678,417588.6730493727,422228.6165967195,426627.8820603656,430267.7065590068,435159.82926381455,434971.0050800422,434846.6279656864,431098.39973723405,428950.9994422697,428883.8550865495,427938.53181393794,426099.9239217639,423786.82499955577,421339.0146074349,416112.5811956518,407143.938870369,398133.4902129276,394196.1188977779,401083.3247292326,413577.6793457184,431762.28184568376,442753.50304720085,449064.7858556341,451194.9449472313,452514.8126255812,453457.5336713929,445447.57602264266,432800.0533025023,419981.92853986734,413497.5224832724,409861.39610009146,406911.68743636855,404786.22765522526,407220.0621830394,413323.1770347029,419727.6819528535,426294.7843323157,427443.31748198456,423468.1770504793,413547.4303502896,401259.9077064436,395669.3747889501,392401.1735065857,388619.14753191615,380514.2005455792,375029.0347484406,374218.6445994752,374987.9073261746,371584.2743899335,368980.86252620193,365291.7325396715,362150.11190975714,353101.9698881644,346841.9747079381,341955.4562155316,340743.7619231472,333804.90428515914,322799.38342584297,305652.78444890026,289161.89181186166,274237.51577450015,265822.0556877849,261800.66705818052,260834.04280516613,258075.96984726904,9.0
143,11375,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,319613.9384928371,320867.94637370884,321055.9200865536,319249.71960544586,318033.7377090507,318130.6536897188,320654.69142951403,322274.44735803053,322287.1142498372,319519.2161884133,319168.22054985,319380.5865766578,321133.84164977807,321128.6073642029,320136.94819368224,319801.81325657055,319632.5682872015,322688.5908776949,325077.4433930293,327393.2710899694,327340.9791231012,326669.5868065112,326792.1146840284,326124.90310995537,325478.4682198579,324979.29233324446,326612.7456423759,328912.3424579296,330823.280617768,331456.96447627165,332568.90926898737,332729.4816506593,332745.68291738123,332862.7436138524,335283.06933285546,336686.7326766379,335739.0699490849,333079.0120822655,331030.92975627683,329513.14849336585,328354.54991688574,327649.66981594736,328611.735121846,331504.7391767721,334928.3398665799,338302.4952247723,340851.0430002644,344564.75884933583,347093.5901804836,348110.9145300453,347954.6648662015,349069.55711454625,350938.72303905623,354248.6290249955,356741.6458693119,359256.38127645134,360223.57851195225,361050.6110943539,362149.91533239937,364549.4914867215,366433.8437465884,371101.16637060704,375752.73865416046,383722.4351095688,388401.9972785678,390853.75799918704,390322.0540057327,392168.0470618286,394576.7120403082,399540.3205311931,404051.1502200661,412697.3640218901,423994.546717156,434696.8567739247,444891.3628886037,453114.0911684965,461649.2480960864,468522.28133329103,474768.7655575068,481034.3367250934,488667.7995034051,493563.131893157,493985.5867203002,489996.5895367463,486976.5486396837,487325.8970445833,488473.9500325331,489094.2529972654,488978.7388100381,488485.597416255,488769.8089484857,489438.4572423706,489936.60339780565,490584.0418709854,493590.1359764981,496069.0992097524,498304.2550715027,498028.3275598304,498710.62687589135,500133.0691803945,502978.438169596,504792.7508899428,503781.5004142365,500591.3141613803,500982.5373811847,502876.2634692013,505035.9097301346,505842.6595620732,505182.9590049925,506845.7996568485,509436.75110499695,511524.4801872573,511738.5728343337,508549.5968025699,506744.3472953902,503706.11453137983,499946.80935276,496954.9495789305,494601.801853382,492690.6062285582,491056.7415339006,492437.4891534949,497329.9640579971,501148.0929982436,501715.4967044449,501542.9734405144,499224.7172570064,492596.68949878536,482159.2067959897,473375.26735894935,467160.8991522764,458765.7086266914,448326.0923815649,437187.51538912137,428488.1614180792,418521.19976829743,408609.9718577875,398036.6492484351,391088.298020632,386135.6759971525,382227.1994935889,12.0
157,11691,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,237905.3518275033,239356.57357984863,241025.405151375,244191.10520428975,246685.88214959044,247261.02037759675,247192.9084215564,246202.1629778093,246064.06128945432,245286.76585328605,245616.9518200519,245203.69760019128,245597.50274424648,245753.6142045992,246681.3622263684,247095.67917071376,247887.58763551785,248300.30091863475,250178.0312336986,252706.37838627785,256480.8321875961,258452.7390577773,259903.1398461616,261054.57573247075,263450.5805077178,264552.64787774807,268263.2688702617,274097.93366303603,281357.4418062673,287358.7313235165,290373.70154318743,294133.199027203,296837.9705769462,302520.9162106028,308014.50060930446,313942.14916940656,318019.8640921186,321795.3813625768,324291.3094616784,325607.6764932335,326085.7204245248,327246.1324194305,330269.6977589292,334454.4848172552,339014.85242173634,342306.4165459296,345484.5233505655,348677.9073949669,351261.2199910575,352770.3159961871,353886.96730412054,358000.0198070959,363897.3444322008,367416.3890614572,367399.2473314384,364627.973391364,364239.8938336571,366920.5136279293,371104.249279136,369748.20227199816,363671.049919009,358218.7478108318,357081.9507475996,358877.3876359525,361037.33362154354,362933.9013313381,364804.3568500353,365394.6715591365,365493.9939185456,364884.4086677996,363150.4241091996,360737.6112741292,359602.4574215782,359037.4671323315,360919.1918632728,359291.15983378125,356577.5353268262,351355.29230366804,347394.72931310494,343029.71891396283,337374.6900920057,328901.05067026865,320528.7691488906,314406.3646949832,310217.68951634964,306014.24802340014,301586.2731062994,298394.58660677,296159.33893540554,295723.1296793131,296831.3488611554,302412.9935203985,310777.1575180604,319615.3371239516,327947.10048889084,335732.9213231951,343745.1864841101,348928.9932498264,2.0
172,11215,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,660709.6501286784,663487.2047496164,661195.4567619968,657352.7249067478,655640.4474855798,659874.0726801365,666062.3324878804,672331.1567066774,681223.3719151955,689808.0123788033,703682.0609917669,716844.8395186705,731347.3405096413,741692.0717119789,745998.6911959486,748444.3791068412,751003.2501098799,758896.9354171149,767034.3796942121,776087.4242669485,792236.6039829114,811316.4459224422,831264.7069506128,845087.3052288449,856617.7938023048,866804.1227636851,874441.2982586614,886453.0610622842,904908.7098259107,924551.7126796828,937943.8876538812,942670.206462884,953666.8548329606,966541.2361896128,984003.8601804776,994731.8124300222,1000143.5353035632,998421.8844281262,991999.6795750764,987374.5451003938,989046.4500397636,996040.4050412276,1006018.8911023844,1014002.130827052,1022250.345382564,1030074.641904719,1037577.9288654604,1045006.5077920564,1049964.739089595,1055598.6219210613,1059030.881740647,1066626.952680786,1072512.0093026503,1075345.6918587224,1073975.1952244302,1071080.6910391704,1070214.5622463005,1070510.001200036,1072669.2513491611,1077736.4412720308,1079664.8567404752,1077976.283251129,1071802.4344828613,1071744.2541419892,1069253.259620673,1070316.4859776162,1070592.8018192814,1079849.2551247934,1083311.7394945703,1075853.3359220538,1057635.1075517454,1040511.250543411,1032956.6651252352,1029005.0328361392,1029611.5591155478,1030919.270575742,1035229.1828354507,1036184.2795230076,1039503.748504552,1044380.7457972307,1055825.930206693,1065077.5601013603,1067017.2066188648,1066652.2664329617,1071595.826858242,1086782.4625918183,1095837.233855321,1098016.7179657028,1099707.673499626,1106398.553947544,1118288.781356741,1121210.963687041,1118934.8462605306,1112122.366531221,1116104.4363716485,1121127.468404114,1123848.9861098584,1117253.0652598368,1107323.6543072748,1098496.62369826,1089282.736854241,1080863.9521765204,1065389.163993981,1049535.814685946,1039902.5574926934,1037659.479952361,1036607.0767324092,1036245.90299388,1035419.5200077742,1042454.8709811702,1052463.408808377,1067718.460181628,1082964.846230358,1095590.6384133974,1108035.7746493928,1116489.099241051,1119562.8834177656,1124412.033856543,1134283.0869743812,1143525.8323823216,1147933.9969560634,1151369.0797337943,1163151.688146643,1173068.4583385454,1178851.6689339825,1180924.364386593,1176682.4002717526,1167464.1126681378,1152921.831363104,1148677.4844360396,1145068.6183161356,1141595.1891351368,1125659.1811343518,1107498.7424303037,1095138.9695439215,1100101.8638040917,1116512.8341063224,1135160.7609838326,1149131.4350717964,1155986.5594295063,1153931.7261861323,4.0
